"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Age,Sex,"Country of Asylum"
1091,Finland,FI,0,2019,"Less than 18 years",Unknown,"Germany (until 1990 former territory of the FRG)"
1092,Finland,FI,0,2019,"Less than 18 years",Unknown,Denmark
1093,Finland,FI,0,2019,"Less than 18 years",Unknown,Estonia
1094,Finland,FI,0,2019,"Less than 18 years",Unknown,Greece
1095,Finland,FI,0,2019,"Less than 18 years",Unknown,Spain
1096,Finland,FI,0,2019,"Less than 18 years",Unknown,"European Union - 27 countries (from 2020)"
1097,Finland,FI,0,2019,"Less than 18 years",Unknown,"European Union - 28 countries (2013-2020)"
1098,Finland,FI,0,2019,"Less than 18 years",Unknown,Finland
1099,Finland,FI,0,2019,"Less than 18 years",Unknown,France
1100,Finland,FI,0,2019,"Less than 18 years",Unknown,Croatia
1101,Finland,FI,0,2019,"Less than 18 years",Unknown,Hungary
1102,Finland,FI,0,2019,"Less than 18 years",Unknown,Ireland
1103,Finland,FI,0,2019,"Less than 18 years",Unknown,Iceland
1104,Finland,FI,0,2019,"Less than 18 years",Unknown,Italy
1105,Finland,FI,0,2019,"Less than 18 years",Unknown,Liechtenstein
1106,Finland,FI,0,2019,"Less than 18 years",Unknown,Lithuania
1107,Finland,FI,0,2019,"Less than 18 years",Unknown,Luxembourg
1108,Finland,FI,0,2019,"Less than 18 years",Unknown,Latvia
1109,Finland,FI,0,2019,"Less than 18 years",Unknown,Malta
1110,Finland,FI,0,2019,"Less than 18 years",Unknown,Netherlands
1111,Finland,FI,0,2019,"Less than 18 years",Unknown,Norway
1112,Finland,FI,0,2019,"Less than 18 years",Unknown,Poland
1113,Finland,FI,0,2019,"Less than 18 years",Unknown,Portugal
1114,Finland,FI,0,2019,"Less than 18 years",Unknown,Romania
1115,Finland,FI,0,2019,"Less than 18 years",Unknown,Sweden
1116,Finland,FI,0,2019,"Less than 18 years",Unknown,Slovenia
1117,Finland,FI,0,2019,"Less than 18 years",Unknown,Slovakia
1118,Finland,FI,0,2019,"Less than 18 years",Unknown,Total
1119,Finland,FI,0,2019,"Less than 18 years",Unknown,"United Kingdom"
