"Index Num","Country of Origin","Country of Origin-ISO2","Asylum Data",Year,Age,Sex,"Country of Asylum"
673,Finland,FI,0,2019,"From 18 to 34 years",Total,Estonia
674,Finland,FI,0,2019,"From 18 to 34 years",Total,Greece
675,Finland,FI,0,2019,"From 18 to 34 years",Total,Spain
676,Finland,FI,0,2019,"From 18 to 34 years",Total,"European Union - 27 countries (from 2020)"
677,Finland,FI,0,2019,"From 18 to 34 years",Total,"European Union - 28 countries (2013-2020)"
678,Finland,FI,0,2019,"From 18 to 34 years",Total,Finland
679,Finland,FI,0,2019,"From 18 to 34 years",Total,France
680,Finland,FI,0,2019,"From 18 to 34 years",Total,Croatia
681,Finland,FI,0,2019,"From 18 to 34 years",Total,Hungary
682,Finland,FI,0,2019,"From 18 to 34 years",Total,Ireland
683,Finland,FI,0,2019,"From 18 to 34 years",Total,Iceland
684,Finland,FI,0,2019,"From 18 to 34 years",Total,Italy
685,Finland,FI,0,2019,"From 18 to 34 years",Total,Liechtenstein
686,Finland,FI,0,2019,"From 18 to 34 years",Total,Lithuania
687,Finland,FI,0,2019,"From 18 to 34 years",Total,Luxembourg
688,Finland,FI,0,2019,"From 18 to 34 years",Total,Latvia
689,Finland,FI,0,2019,"From 18 to 34 years",Total,Malta
690,Finland,FI,0,2019,"From 18 to 34 years",Total,Netherlands
691,Finland,FI,0,2019,"From 18 to 34 years",Total,Norway
692,Finland,FI,0,2019,"From 18 to 34 years",Total,Poland
693,Finland,FI,0,2019,"From 18 to 34 years",Total,Portugal
694,Finland,FI,0,2019,"From 18 to 34 years",Total,Romania
695,Finland,FI,0,2019,"From 18 to 34 years",Total,Sweden
696,Finland,FI,0,2019,"From 18 to 34 years",Total,Slovenia
697,Finland,FI,0,2019,"From 18 to 34 years",Total,Slovakia
698,Finland,FI,0,2019,"From 18 to 34 years",Total,Total
699,Finland,FI,0,2019,"From 18 to 34 years",Total,"United Kingdom"
700,Finland,FI,0,2019,"From 35 to 64 years",Total,Austria
701,Finland,FI,0,2019,"From 35 to 64 years",Total,Belgium
702,Finland,FI,0,2019,"From 35 to 64 years",Total,Bulgaria
703,Finland,FI,0,2019,"From 35 to 64 years",Total,Switzerland
704,Finland,FI,0,2019,"From 35 to 64 years",Total,Cyprus
705,Finland,FI,0,2019,"From 35 to 64 years",Total,Czechia
706,Finland,FI,0,2019,"From 35 to 64 years",Total,"Germany (until 1990 former territory of the FRG)"
707,Finland,FI,0,2019,"From 35 to 64 years",Total,Denmark
708,Finland,FI,0,2019,"From 35 to 64 years",Total,Estonia
709,Finland,FI,0,2019,"From 35 to 64 years",Total,Greece
710,Finland,FI,0,2019,"From 35 to 64 years",Total,Spain
711,Finland,FI,5,2019,"From 35 to 64 years",Total,"European Union - 27 countries (from 2020)"
712,Finland,FI,5,2019,"From 35 to 64 years",Total,"European Union - 28 countries (2013-2020)"
713,Finland,FI,0,2019,"From 35 to 64 years",Total,Finland
714,Finland,FI,0,2019,"From 35 to 64 years",Total,France
715,Finland,FI,0,2019,"From 35 to 64 years",Total,Croatia
716,Finland,FI,0,2019,"From 35 to 64 years",Total,Hungary
717,Finland,FI,0,2019,"From 35 to 64 years",Total,Ireland
718,Finland,FI,0,2019,"From 35 to 64 years",Total,Iceland
719,Finland,FI,0,2019,"From 35 to 64 years",Total,Italy
720,Finland,FI,0,2019,"From 35 to 64 years",Total,Liechtenstein
721,Finland,FI,0,2019,"From 35 to 64 years",Total,Lithuania
722,Finland,FI,0,2019,"From 35 to 64 years",Total,Luxembourg
723,Finland,FI,0,2019,"From 35 to 64 years",Total,Latvia
724,Finland,FI,0,2019,"From 35 to 64 years",Total,Malta
725,Finland,FI,0,2019,"From 35 to 64 years",Total,Netherlands
726,Finland,FI,0,2019,"From 35 to 64 years",Total,Norway
727,Finland,FI,0,2019,"From 35 to 64 years",Total,Poland
728,Finland,FI,0,2019,"From 35 to 64 years",Total,Portugal
729,Finland,FI,0,2019,"From 35 to 64 years",Total,Romania
730,Finland,FI,0,2019,"From 35 to 64 years",Total,Sweden
731,Finland,FI,0,2019,"From 35 to 64 years",Total,Slovenia
732,Finland,FI,0,2019,"From 35 to 64 years",Total,Slovakia
733,Finland,FI,5,2019,"From 35 to 64 years",Total,Total
734,Finland,FI,0,2019,"From 35 to 64 years",Total,"United Kingdom"
735,Finland,FI,0,2019,"65 years or over",Total,Austria
736,Finland,FI,0,2019,"65 years or over",Total,Belgium
737,Finland,FI,0,2019,"65 years or over",Total,Bulgaria
738,Finland,FI,0,2019,"65 years or over",Total,Switzerland
739,Finland,FI,0,2019,"65 years or over",Total,Cyprus
740,Finland,FI,0,2019,"65 years or over",Total,Czechia
741,Finland,FI,0,2019,"65 years or over",Total,"Germany (until 1990 former territory of the FRG)"
742,Finland,FI,0,2019,"65 years or over",Total,Denmark
743,Finland,FI,0,2019,"65 years or over",Total,Estonia
744,Finland,FI,0,2019,"65 years or over",Total,Greece
745,Finland,FI,0,2019,"65 years or over",Total,Spain
746,Finland,FI,0,2019,"65 years or over",Total,"European Union - 27 countries (from 2020)"
747,Finland,FI,0,2019,"65 years or over",Total,"European Union - 28 countries (2013-2020)"
748,Finland,FI,0,2019,"65 years or over",Total,Finland
749,Finland,FI,0,2019,"65 years or over",Total,France
750,Finland,FI,0,2019,"65 years or over",Total,Croatia
751,Finland,FI,0,2019,"65 years or over",Total,Hungary
752,Finland,FI,0,2019,"65 years or over",Total,Ireland
753,Finland,FI,0,2019,"65 years or over",Total,Iceland
754,Finland,FI,0,2019,"65 years or over",Total,Italy
755,Finland,FI,0,2019,"65 years or over",Total,Liechtenstein
756,Finland,FI,0,2019,"65 years or over",Total,Lithuania
757,Finland,FI,0,2019,"65 years or over",Total,Luxembourg
758,Finland,FI,0,2019,"65 years or over",Total,Latvia
759,Finland,FI,0,2019,"65 years or over",Total,Malta
760,Finland,FI,0,2019,"65 years or over",Total,Netherlands
761,Finland,FI,0,2019,"65 years or over",Total,Norway
762,Finland,FI,0,2019,"65 years or over",Total,Poland
763,Finland,FI,0,2019,"65 years or over",Total,Portugal
764,Finland,FI,0,2019,"65 years or over",Total,Romania
765,Finland,FI,0,2019,"65 years or over",Total,Sweden
766,Finland,FI,0,2019,"65 years or over",Total,Slovenia
767,Finland,FI,0,2019,"65 years or over",Total,Slovakia
768,Finland,FI,0,2019,"65 years or over",Total,Total
769,Finland,FI,0,2019,"65 years or over",Total,"United Kingdom"
770,Finland,FI,0,2019,"Less than 14 years",Total,Austria
771,Finland,FI,0,2019,"Less than 14 years",Total,Belgium
772,Finland,FI,0,2019,"Less than 14 years",Total,Bulgaria
773,Finland,FI,0,2019,"Less than 14 years",Total,Switzerland
774,Finland,FI,0,2019,"Less than 14 years",Total,Cyprus
775,Finland,FI,0,2019,"Less than 14 years",Total,Czechia
776,Finland,FI,0,2019,"Less than 14 years",Total,"Germany (until 1990 former territory of the FRG)"
777,Finland,FI,0,2019,"Less than 14 years",Total,Denmark
778,Finland,FI,0,2019,"Less than 14 years",Total,Estonia
779,Finland,FI,0,2019,"Less than 14 years",Total,Greece
780,Finland,FI,0,2019,"Less than 14 years",Total,Spain
781,Finland,FI,0,2019,"Less than 14 years",Total,"European Union - 27 countries (from 2020)"
782,Finland,FI,0,2019,"Less than 14 years",Total,"European Union - 28 countries (2013-2020)"
783,Finland,FI,0,2019,"Less than 14 years",Total,Finland
784,Finland,FI,0,2019,"Less than 14 years",Total,France
785,Finland,FI,0,2019,"Less than 14 years",Total,Croatia
786,Finland,FI,0,2019,"Less than 14 years",Total,Hungary
787,Finland,FI,0,2019,"Less than 14 years",Total,Ireland
788,Finland,FI,0,2019,"Less than 14 years",Total,Iceland
789,Finland,FI,0,2019,"Less than 14 years",Total,Italy
790,Finland,FI,0,2019,"Less than 14 years",Total,Liechtenstein
791,Finland,FI,0,2019,"Less than 14 years",Total,Lithuania
792,Finland,FI,0,2019,"Less than 14 years",Total,Luxembourg
793,Finland,FI,0,2019,"Less than 14 years",Total,Latvia
794,Finland,FI,0,2019,"Less than 14 years",Total,Malta
795,Finland,FI,0,2019,"Less than 14 years",Total,Netherlands
796,Finland,FI,0,2019,"Less than 14 years",Total,Norway
797,Finland,FI,0,2019,"Less than 14 years",Total,Poland
798,Finland,FI,0,2019,"Less than 14 years",Total,Portugal
799,Finland,FI,0,2019,"Less than 14 years",Total,Romania
800,Finland,FI,0,2019,"Less than 14 years",Total,Sweden
801,Finland,FI,0,2019,"Less than 14 years",Total,Slovenia
802,Finland,FI,0,2019,"Less than 14 years",Total,Slovakia
803,Finland,FI,0,2019,"Less than 14 years",Total,Total
804,Finland,FI,0,2019,"Less than 14 years",Total,"United Kingdom"
805,Finland,FI,0,2019,"Less than 18 years",Total,Austria
806,Finland,FI,0,2019,"Less than 18 years",Total,Belgium
807,Finland,FI,0,2019,"Less than 18 years",Total,Bulgaria
808,Finland,FI,0,2019,"Less than 18 years",Total,Switzerland
809,Finland,FI,0,2019,"Less than 18 years",Total,Cyprus
810,Finland,FI,0,2019,"Less than 18 years",Total,Czechia
811,Finland,FI,0,2019,"Less than 18 years",Total,"Germany (until 1990 former territory of the FRG)"
812,Finland,FI,0,2019,"Less than 18 years",Total,Denmark
813,Finland,FI,0,2019,"Less than 18 years",Total,Estonia
814,Finland,FI,0,2019,"Less than 18 years",Total,Greece
815,Finland,FI,0,2019,"Less than 18 years",Total,Spain
816,Finland,FI,0,2019,"Less than 18 years",Total,"European Union - 27 countries (from 2020)"
817,Finland,FI,0,2019,"Less than 18 years",Total,"European Union - 28 countries (2013-2020)"
818,Finland,FI,0,2019,"Less than 18 years",Total,Finland
819,Finland,FI,0,2019,"Less than 18 years",Total,France
820,Finland,FI,0,2019,"Less than 18 years",Total,Croatia
821,Finland,FI,0,2019,"Less than 18 years",Total,Hungary
822,Finland,FI,0,2019,"Less than 18 years",Total,Ireland
823,Finland,FI,0,2019,"Less than 18 years",Total,Iceland
824,Finland,FI,0,2019,"Less than 18 years",Total,Italy
825,Finland,FI,0,2019,"Less than 18 years",Total,Liechtenstein
826,Finland,FI,0,2019,"Less than 18 years",Total,Lithuania
827,Finland,FI,0,2019,"Less than 18 years",Total,Luxembourg
828,Finland,FI,0,2019,"Less than 18 years",Total,Latvia
829,Finland,FI,0,2019,"Less than 18 years",Total,Malta
830,Finland,FI,0,2019,"Less than 18 years",Total,Netherlands
831,Finland,FI,0,2019,"Less than 18 years",Total,Norway
832,Finland,FI,0,2019,"Less than 18 years",Total,Poland
833,Finland,FI,0,2019,"Less than 18 years",Total,Portugal
834,Finland,FI,0,2019,"Less than 18 years",Total,Romania
835,Finland,FI,0,2019,"Less than 18 years",Total,Sweden
836,Finland,FI,0,2019,"Less than 18 years",Total,Slovenia
837,Finland,FI,0,2019,"Less than 18 years",Total,Slovakia
838,Finland,FI,0,2019,"Less than 18 years",Total,Total
839,Finland,FI,0,2019,"Less than 18 years",Total,"United Kingdom"
840,Finland,FI,0,2019,Total,Unknown,Austria
841,Finland,FI,0,2019,Total,Unknown,Belgium
842,Finland,FI,0,2019,Total,Unknown,Bulgaria
843,Finland,FI,0,2019,Total,Unknown,Switzerland
844,Finland,FI,0,2019,Total,Unknown,Cyprus
845,Finland,FI,0,2019,Total,Unknown,Czechia
846,Finland,FI,0,2019,Total,Unknown,"Germany (until 1990 former territory of the FRG)"
847,Finland,FI,0,2019,Total,Unknown,Denmark
848,Finland,FI,0,2019,Total,Unknown,Estonia
849,Finland,FI,0,2019,Total,Unknown,Greece
850,Finland,FI,0,2019,Total,Unknown,Spain
851,Finland,FI,0,2019,Total,Unknown,"European Union - 27 countries (from 2020)"
852,Finland,FI,0,2019,Total,Unknown,"European Union - 28 countries (2013-2020)"
853,Finland,FI,0,2019,Total,Unknown,Finland
854,Finland,FI,0,2019,Total,Unknown,France
855,Finland,FI,0,2019,Total,Unknown,Croatia
856,Finland,FI,0,2019,Total,Unknown,Hungary
857,Finland,FI,0,2019,Total,Unknown,Ireland
858,Finland,FI,0,2019,Total,Unknown,Iceland
859,Finland,FI,0,2019,Total,Unknown,Italy
860,Finland,FI,0,2019,Total,Unknown,Liechtenstein
861,Finland,FI,0,2019,Total,Unknown,Lithuania
862,Finland,FI,0,2019,Total,Unknown,Luxembourg
863,Finland,FI,0,2019,Total,Unknown,Latvia
864,Finland,FI,0,2019,Total,Unknown,Malta
865,Finland,FI,0,2019,Total,Unknown,Netherlands
866,Finland,FI,0,2019,Total,Unknown,Norway
867,Finland,FI,0,2019,Total,Unknown,Poland
868,Finland,FI,0,2019,Total,Unknown,Portugal
869,Finland,FI,0,2019,Total,Unknown,Romania
870,Finland,FI,0,2019,Total,Unknown,Sweden
871,Finland,FI,0,2019,Total,Unknown,Slovenia
872,Finland,FI,0,2019,Total,Unknown,Slovakia
873,Finland,FI,0,2019,Total,Unknown,Total
874,Finland,FI,0,2019,Total,Unknown,"United Kingdom"
875,Finland,FI,0,2019,Unknown,Unknown,Austria
876,Finland,FI,0,2019,Unknown,Unknown,Belgium
877,Finland,FI,0,2019,Unknown,Unknown,Bulgaria
878,Finland,FI,0,2019,Unknown,Unknown,Switzerland
879,Finland,FI,0,2019,Unknown,Unknown,Cyprus
880,Finland,FI,0,2019,Unknown,Unknown,Czechia
881,Finland,FI,0,2019,Unknown,Unknown,"Germany (until 1990 former territory of the FRG)"
882,Finland,FI,0,2019,Unknown,Unknown,Denmark
883,Finland,FI,0,2019,Unknown,Unknown,Estonia
884,Finland,FI,0,2019,Unknown,Unknown,Greece
885,Finland,FI,0,2019,Unknown,Unknown,Spain
886,Finland,FI,0,2019,Unknown,Unknown,"European Union - 27 countries (from 2020)"
887,Finland,FI,0,2019,Unknown,Unknown,"European Union - 28 countries (2013-2020)"
888,Finland,FI,0,2019,Unknown,Unknown,Finland
889,Finland,FI,0,2019,Unknown,Unknown,France
890,Finland,FI,0,2019,Unknown,Unknown,Croatia
891,Finland,FI,0,2019,Unknown,Unknown,Hungary
892,Finland,FI,0,2019,Unknown,Unknown,Ireland
893,Finland,FI,0,2019,Unknown,Unknown,Iceland
894,Finland,FI,0,2019,Unknown,Unknown,Italy
895,Finland,FI,0,2019,Unknown,Unknown,Liechtenstein
896,Finland,FI,0,2019,Unknown,Unknown,Lithuania
897,Finland,FI,0,2019,Unknown,Unknown,Luxembourg
898,Finland,FI,0,2019,Unknown,Unknown,Latvia
899,Finland,FI,0,2019,Unknown,Unknown,Malta
900,Finland,FI,0,2019,Unknown,Unknown,Netherlands
901,Finland,FI,0,2019,Unknown,Unknown,Norway
902,Finland,FI,0,2019,Unknown,Unknown,Poland
903,Finland,FI,0,2019,Unknown,Unknown,Portugal
904,Finland,FI,0,2019,Unknown,Unknown,Romania
905,Finland,FI,0,2019,Unknown,Unknown,Sweden
906,Finland,FI,0,2019,Unknown,Unknown,Slovenia
907,Finland,FI,0,2019,Unknown,Unknown,Slovakia
908,Finland,FI,0,2019,Unknown,Unknown,Total
909,Finland,FI,0,2019,Unknown,Unknown,"United Kingdom"
910,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Austria
911,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Belgium
912,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Bulgaria
913,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Switzerland
914,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Cyprus
915,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Czechia
916,Finland,FI,0,2019,"From 14 to 17 years",Unknown,"Germany (until 1990 former territory of the FRG)"
917,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Denmark
918,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Estonia
919,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Greece
920,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Spain
921,Finland,FI,0,2019,"From 14 to 17 years",Unknown,"European Union - 27 countries (from 2020)"
922,Finland,FI,0,2019,"From 14 to 17 years",Unknown,"European Union - 28 countries (2013-2020)"
923,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Finland
924,Finland,FI,0,2019,"From 14 to 17 years",Unknown,France
925,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Croatia
926,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Hungary
927,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Ireland
928,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Iceland
929,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Italy
930,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Liechtenstein
931,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Lithuania
932,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Luxembourg
933,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Latvia
934,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Malta
935,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Netherlands
936,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Norway
937,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Poland
938,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Portugal
939,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Romania
940,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Sweden
941,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Slovenia
942,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Slovakia
943,Finland,FI,0,2019,"From 14 to 17 years",Unknown,Total
944,Finland,FI,0,2019,"From 14 to 17 years",Unknown,"United Kingdom"
945,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Austria
946,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Belgium
947,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Bulgaria
948,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Switzerland
949,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Cyprus
950,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Czechia
951,Finland,FI,0,2019,"From 18 to 34 years",Unknown,"Germany (until 1990 former territory of the FRG)"
952,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Denmark
953,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Estonia
954,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Greece
955,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Spain
956,Finland,FI,0,2019,"From 18 to 34 years",Unknown,"European Union - 27 countries (from 2020)"
957,Finland,FI,0,2019,"From 18 to 34 years",Unknown,"European Union - 28 countries (2013-2020)"
958,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Finland
959,Finland,FI,0,2019,"From 18 to 34 years",Unknown,France
960,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Croatia
961,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Hungary
962,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Ireland
963,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Iceland
964,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Italy
965,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Liechtenstein
966,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Lithuania
967,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Luxembourg
968,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Latvia
969,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Malta
970,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Netherlands
971,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Norway
972,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Poland
973,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Portugal
974,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Romania
975,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Sweden
976,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Slovenia
977,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Slovakia
978,Finland,FI,0,2019,"From 18 to 34 years",Unknown,Total
979,Finland,FI,0,2019,"From 18 to 34 years",Unknown,"United Kingdom"
980,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Austria
981,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Belgium
982,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Bulgaria
983,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Switzerland
984,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Cyprus
985,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Czechia
986,Finland,FI,0,2019,"From 35 to 64 years",Unknown,"Germany (until 1990 former territory of the FRG)"
987,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Denmark
988,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Estonia
989,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Greece
990,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Spain
991,Finland,FI,0,2019,"From 35 to 64 years",Unknown,"European Union - 27 countries (from 2020)"
992,Finland,FI,0,2019,"From 35 to 64 years",Unknown,"European Union - 28 countries (2013-2020)"
993,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Finland
994,Finland,FI,0,2019,"From 35 to 64 years",Unknown,France
995,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Croatia
996,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Hungary
997,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Ireland
998,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Iceland
999,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Italy
1000,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Liechtenstein
1001,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Lithuania
1002,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Luxembourg
1003,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Latvia
1004,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Malta
1005,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Netherlands
1006,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Norway
1007,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Poland
1008,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Portugal
1009,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Romania
1010,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Sweden
1011,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Slovenia
1012,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Slovakia
1013,Finland,FI,0,2019,"From 35 to 64 years",Unknown,Total
1014,Finland,FI,0,2019,"From 35 to 64 years",Unknown,"United Kingdom"
1015,Finland,FI,0,2019,"65 years or over",Unknown,Austria
1016,Finland,FI,0,2019,"65 years or over",Unknown,Belgium
1017,Finland,FI,0,2019,"65 years or over",Unknown,Bulgaria
1018,Finland,FI,0,2019,"65 years or over",Unknown,Switzerland
1019,Finland,FI,0,2019,"65 years or over",Unknown,Cyprus
1020,Finland,FI,0,2019,"65 years or over",Unknown,Czechia
1021,Finland,FI,0,2019,"65 years or over",Unknown,"Germany (until 1990 former territory of the FRG)"
1022,Finland,FI,0,2019,"65 years or over",Unknown,Denmark
1023,Finland,FI,0,2019,"65 years or over",Unknown,Estonia
1024,Finland,FI,0,2019,"65 years or over",Unknown,Greece
1025,Finland,FI,0,2019,"65 years or over",Unknown,Spain
1026,Finland,FI,0,2019,"65 years or over",Unknown,"European Union - 27 countries (from 2020)"
1027,Finland,FI,0,2019,"65 years or over",Unknown,"European Union - 28 countries (2013-2020)"
1028,Finland,FI,0,2019,"65 years or over",Unknown,Finland
1029,Finland,FI,0,2019,"65 years or over",Unknown,France
1030,Finland,FI,0,2019,"65 years or over",Unknown,Croatia
1031,Finland,FI,0,2019,"65 years or over",Unknown,Hungary
1032,Finland,FI,0,2019,"65 years or over",Unknown,Ireland
1033,Finland,FI,0,2019,"65 years or over",Unknown,Iceland
1034,Finland,FI,0,2019,"65 years or over",Unknown,Italy
1035,Finland,FI,0,2019,"65 years or over",Unknown,Liechtenstein
1036,Finland,FI,0,2019,"65 years or over",Unknown,Lithuania
1037,Finland,FI,0,2019,"65 years or over",Unknown,Luxembourg
1038,Finland,FI,0,2019,"65 years or over",Unknown,Latvia
1039,Finland,FI,0,2019,"65 years or over",Unknown,Malta
1040,Finland,FI,0,2019,"65 years or over",Unknown,Netherlands
1041,Finland,FI,0,2019,"65 years or over",Unknown,Norway
1042,Finland,FI,0,2019,"65 years or over",Unknown,Poland
1043,Finland,FI,0,2019,"65 years or over",Unknown,Portugal
1044,Finland,FI,0,2019,"65 years or over",Unknown,Romania
1045,Finland,FI,0,2019,"65 years or over",Unknown,Sweden
1046,Finland,FI,0,2019,"65 years or over",Unknown,Slovenia
1047,Finland,FI,0,2019,"65 years or over",Unknown,Slovakia
1048,Finland,FI,0,2019,"65 years or over",Unknown,Total
1049,Finland,FI,0,2019,"65 years or over",Unknown,"United Kingdom"
1050,Finland,FI,0,2019,"Less than 14 years",Unknown,Austria
1051,Finland,FI,0,2019,"Less than 14 years",Unknown,Belgium
1052,Finland,FI,0,2019,"Less than 14 years",Unknown,Bulgaria
1053,Finland,FI,0,2019,"Less than 14 years",Unknown,Switzerland
1054,Finland,FI,0,2019,"Less than 14 years",Unknown,Cyprus
1055,Finland,FI,0,2019,"Less than 14 years",Unknown,Czechia
1056,Finland,FI,0,2019,"Less than 14 years",Unknown,"Germany (until 1990 former territory of the FRG)"
1057,Finland,FI,0,2019,"Less than 14 years",Unknown,Denmark
1058,Finland,FI,0,2019,"Less than 14 years",Unknown,Estonia
1059,Finland,FI,0,2019,"Less than 14 years",Unknown,Greece
1060,Finland,FI,0,2019,"Less than 14 years",Unknown,Spain
1061,Finland,FI,0,2019,"Less than 14 years",Unknown,"European Union - 27 countries (from 2020)"
1062,Finland,FI,0,2019,"Less than 14 years",Unknown,"European Union - 28 countries (2013-2020)"
1063,Finland,FI,0,2019,"Less than 14 years",Unknown,Finland
1064,Finland,FI,0,2019,"Less than 14 years",Unknown,France
1065,Finland,FI,0,2019,"Less than 14 years",Unknown,Croatia
1066,Finland,FI,0,2019,"Less than 14 years",Unknown,Hungary
1067,Finland,FI,0,2019,"Less than 14 years",Unknown,Ireland
1068,Finland,FI,0,2019,"Less than 14 years",Unknown,Iceland
1069,Finland,FI,0,2019,"Less than 14 years",Unknown,Italy
1070,Finland,FI,0,2019,"Less than 14 years",Unknown,Liechtenstein
1071,Finland,FI,0,2019,"Less than 14 years",Unknown,Lithuania
1072,Finland,FI,0,2019,"Less than 14 years",Unknown,Luxembourg
1073,Finland,FI,0,2019,"Less than 14 years",Unknown,Latvia
1074,Finland,FI,0,2019,"Less than 14 years",Unknown,Malta
1075,Finland,FI,0,2019,"Less than 14 years",Unknown,Netherlands
1076,Finland,FI,0,2019,"Less than 14 years",Unknown,Norway
1077,Finland,FI,0,2019,"Less than 14 years",Unknown,Poland
1078,Finland,FI,0,2019,"Less than 14 years",Unknown,Portugal
1079,Finland,FI,0,2019,"Less than 14 years",Unknown,Romania
1080,Finland,FI,0,2019,"Less than 14 years",Unknown,Sweden
1081,Finland,FI,0,2019,"Less than 14 years",Unknown,Slovenia
1082,Finland,FI,0,2019,"Less than 14 years",Unknown,Slovakia
1083,Finland,FI,0,2019,"Less than 14 years",Unknown,Total
1084,Finland,FI,0,2019,"Less than 14 years",Unknown,"United Kingdom"
1085,Finland,FI,0,2019,"Less than 18 years",Unknown,Austria
1086,Finland,FI,0,2019,"Less than 18 years",Unknown,Belgium
1087,Finland,FI,0,2019,"Less than 18 years",Unknown,Bulgaria
1088,Finland,FI,0,2019,"Less than 18 years",Unknown,Switzerland
1089,Finland,FI,0,2019,"Less than 18 years",Unknown,Cyprus
1090,Finland,FI,0,2019,"Less than 18 years",Unknown,Czechia
