"Index Num","Country of Origin","Country of Origin-ISO2","Monthly Asylum Data",Year,Month,Age,Sex,"Country of Asylum"
3597,Afghanistan,AF,0,2019,10,Unknown,Unknown,Malta
3598,Afghanistan,AF,0,2019,11,Unknown,Unknown,Malta
3599,Afghanistan,AF,0,2019,12,Unknown,Unknown,Malta
3600,Afghanistan,AF,0,2019,09,Unknown,Unknown,Netherlands
3601,Afghanistan,AF,0,2019,10,Unknown,Unknown,Netherlands
3602,Afghanistan,AF,0,2019,11,Unknown,Unknown,Netherlands
3603,Afghanistan,AF,0,2019,12,Unknown,Unknown,Netherlands
3604,Afghanistan,AF,0,2019,09,Unknown,Unknown,Norway
3605,Afghanistan,AF,0,2019,10,Unknown,Unknown,Norway
3606,Afghanistan,AF,0,2019,11,Unknown,Unknown,Norway
3607,Afghanistan,AF,0,2019,12,Unknown,Unknown,Norway
3608,Afghanistan,AF,0,2019,09,Unknown,Unknown,Poland
3609,Afghanistan,AF,0,2019,10,Unknown,Unknown,Poland
3610,Afghanistan,AF,0,2019,11,Unknown,Unknown,Poland
3611,Afghanistan,AF,0,2019,12,Unknown,Unknown,Poland
3612,Afghanistan,AF,0,2019,09,Unknown,Unknown,Portugal
3613,Afghanistan,AF,0,2019,10,Unknown,Unknown,Portugal
3614,Afghanistan,AF,0,2019,11,Unknown,Unknown,Portugal
3615,Afghanistan,AF,0,2019,12,Unknown,Unknown,Portugal
3616,Afghanistan,AF,0,2019,09,Unknown,Unknown,Romania
3617,Afghanistan,AF,0,2019,10,Unknown,Unknown,Romania
3618,Afghanistan,AF,0,2019,11,Unknown,Unknown,Romania
3619,Afghanistan,AF,0,2019,12,Unknown,Unknown,Romania
3620,Afghanistan,AF,0,2019,09,Unknown,Unknown,Sweden
3621,Afghanistan,AF,0,2019,10,Unknown,Unknown,Sweden
3622,Afghanistan,AF,0,2019,11,Unknown,Unknown,Sweden
3623,Afghanistan,AF,0,2019,12,Unknown,Unknown,Sweden
3624,Afghanistan,AF,0,2019,09,Unknown,Unknown,Slovenia
3625,Afghanistan,AF,0,2019,10,Unknown,Unknown,Slovenia
3626,Afghanistan,AF,0,2019,11,Unknown,Unknown,Slovenia
3627,Afghanistan,AF,0,2019,12,Unknown,Unknown,Slovenia
3628,Afghanistan,AF,0,2019,09,Unknown,Unknown,Slovakia
3629,Afghanistan,AF,0,2019,10,Unknown,Unknown,Slovakia
3630,Afghanistan,AF,0,2019,11,Unknown,Unknown,Slovakia
3631,Afghanistan,AF,0,2019,12,Unknown,Unknown,Slovakia
3632,Afghanistan,AF,0,2019,09,Unknown,Unknown,Total
3633,Afghanistan,AF,0,2019,10,Unknown,Unknown,Total
3634,Afghanistan,AF,0,2019,11,Unknown,Unknown,Total
3635,Afghanistan,AF,0,2019,12,Unknown,Unknown,Total
3636,Afghanistan,AF,0,2019,09,Unknown,Unknown,"United Kingdom"
3637,Afghanistan,AF,0,2019,10,Unknown,Unknown,"United Kingdom"
3638,Afghanistan,AF,0,2019,11,Unknown,Unknown,"United Kingdom"
3639,Afghanistan,AF,0,2019,12,Unknown,Unknown,"United Kingdom"
3640,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Austria
3641,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Austria
3642,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Austria
3643,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Austria
3644,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Belgium
3645,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Belgium
3646,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Belgium
3647,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Belgium
3648,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Bulgaria
3649,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Bulgaria
3650,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Bulgaria
3651,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Bulgaria
3652,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Switzerland
3653,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Switzerland
3654,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Switzerland
3655,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Switzerland
3656,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Cyprus
3657,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Cyprus
3658,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Cyprus
3659,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Cyprus
3660,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Czechia
3661,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Czechia
3662,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Czechia
3663,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Czechia
3664,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3665,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3666,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3667,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3668,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Denmark
3669,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Denmark
3670,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Denmark
3671,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Denmark
3672,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Estonia
3673,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Estonia
3674,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Estonia
3675,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Estonia
3676,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Greece
3677,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Greece
3678,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Greece
3679,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Greece
3680,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Spain
3681,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Spain
3682,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Spain
3683,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Spain
3684,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,"European Union - 27 countries (from 2020)"
3685,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,"European Union - 27 countries (from 2020)"
3686,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,"European Union - 27 countries (from 2020)"
3687,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,"European Union - 27 countries (from 2020)"
3688,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,"European Union - 28 countries (2013-2020)"
3689,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,"European Union - 28 countries (2013-2020)"
3690,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,"European Union - 28 countries (2013-2020)"
3691,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,"European Union - 28 countries (2013-2020)"
3692,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Finland
3693,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Finland
3694,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Finland
3695,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Finland
3696,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,France
3697,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,France
3698,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,France
3699,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,France
3700,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Croatia
3701,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Croatia
3702,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Croatia
3703,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Croatia
3704,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Hungary
3705,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Hungary
3706,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Hungary
3707,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Hungary
3708,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Ireland
3709,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Ireland
3710,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Ireland
3711,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Ireland
3712,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Iceland
3713,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Iceland
3714,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Iceland
3715,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Iceland
3716,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Italy
3717,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Italy
3718,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Italy
3719,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Italy
3720,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Liechtenstein
3721,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Liechtenstein
3722,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Liechtenstein
3723,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Liechtenstein
3724,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Lithuania
3725,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Lithuania
3726,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Lithuania
3727,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Lithuania
3728,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Luxembourg
3729,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Luxembourg
3730,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Luxembourg
3731,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Luxembourg
3732,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Latvia
3733,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Latvia
3734,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Latvia
3735,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Latvia
3736,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Malta
3737,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Malta
3738,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Malta
3739,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Malta
3740,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Netherlands
3741,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Netherlands
3742,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Netherlands
3743,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Netherlands
3744,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Norway
3745,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Norway
3746,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Norway
3747,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Norway
3748,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Poland
3749,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Poland
3750,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Poland
3751,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Poland
3752,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Portugal
3753,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Portugal
3754,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Portugal
3755,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Portugal
3756,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Romania
3757,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Romania
3758,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Romania
3759,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Romania
3760,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Sweden
3761,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Sweden
3762,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Sweden
3763,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Sweden
3764,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Slovenia
3765,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Slovenia
3766,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Slovenia
3767,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Slovenia
3768,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Slovakia
3769,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Slovakia
3770,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Slovakia
3771,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Slovakia
3772,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,Total
3773,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,Total
3774,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,Total
3775,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,Total
3776,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Unknown,"United Kingdom"
3777,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Unknown,"United Kingdom"
3778,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Unknown,"United Kingdom"
3779,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Unknown,"United Kingdom"
3780,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Austria
3781,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Austria
3782,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Austria
3783,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Austria
3784,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Belgium
3785,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Belgium
3786,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Belgium
3787,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Belgium
3788,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Bulgaria
3789,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Bulgaria
3790,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Bulgaria
3791,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Bulgaria
3792,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Switzerland
3793,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Switzerland
3794,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Switzerland
3795,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Switzerland
3796,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Cyprus
3797,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Cyprus
3798,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Cyprus
3799,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Cyprus
3800,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Czechia
3801,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Czechia
3802,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Czechia
3803,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Czechia
3804,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3805,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3806,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3807,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,"Germany (until 1990 former territory of the FRG)"
3808,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Denmark
3809,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Denmark
3810,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Denmark
3811,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Denmark
3812,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Estonia
3813,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Estonia
3814,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Estonia
3815,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Estonia
3816,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Greece
3817,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Greece
3818,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Greece
3819,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Greece
3820,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Spain
3821,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Spain
3822,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Spain
3823,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Spain
3824,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,"European Union - 27 countries (from 2020)"
3825,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,"European Union - 27 countries (from 2020)"
3826,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,"European Union - 27 countries (from 2020)"
3827,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,"European Union - 27 countries (from 2020)"
3828,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,"European Union - 28 countries (2013-2020)"
3829,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,"European Union - 28 countries (2013-2020)"
3830,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,"European Union - 28 countries (2013-2020)"
3831,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,"European Union - 28 countries (2013-2020)"
3832,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Finland
3833,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Finland
3834,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Finland
3835,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Finland
3836,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,France
3837,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,France
3838,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,France
3839,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,France
3840,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Croatia
3841,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Croatia
3842,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Croatia
3843,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Croatia
3844,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Hungary
3845,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Hungary
3846,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Hungary
3847,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Hungary
3848,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Ireland
3849,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Ireland
3850,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Ireland
3851,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Ireland
3852,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Iceland
3853,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Iceland
3854,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Iceland
3855,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Iceland
3856,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Italy
3857,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Italy
3858,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Italy
3859,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Italy
3860,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Liechtenstein
3861,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Liechtenstein
3862,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Liechtenstein
3863,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Liechtenstein
3864,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Lithuania
3865,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Lithuania
3866,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Lithuania
3867,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Lithuania
3868,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Luxembourg
3869,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Luxembourg
3870,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Luxembourg
3871,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Luxembourg
3872,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Latvia
3873,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Latvia
3874,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Latvia
3875,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Latvia
3876,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Malta
3877,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Malta
3878,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Malta
3879,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Malta
3880,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Netherlands
3881,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Netherlands
3882,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Netherlands
3883,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Netherlands
3884,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Norway
3885,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Norway
3886,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Norway
3887,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Norway
3888,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Poland
3889,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Poland
3890,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Poland
3891,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Poland
3892,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Portugal
3893,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Portugal
3894,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Portugal
3895,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Portugal
3896,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Romania
3897,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Romania
3898,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Romania
3899,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Romania
3900,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Sweden
3901,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Sweden
3902,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Sweden
3903,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Sweden
3904,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Slovenia
3905,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Slovenia
3906,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Slovenia
3907,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Slovenia
3908,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Slovakia
3909,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Slovakia
3910,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Slovakia
3911,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Slovakia
3912,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,Total
3913,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,Total
3914,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,Total
3915,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,Total
3916,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Unknown,"United Kingdom"
3917,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Unknown,"United Kingdom"
3918,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Unknown,"United Kingdom"
3919,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Unknown,"United Kingdom"
3920,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Unknown,Austria
3921,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Unknown,Austria
3922,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Unknown,Austria
3923,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Unknown,Austria
3924,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Unknown,Belgium
3925,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Unknown,Belgium
3926,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Unknown,Belgium
3927,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Unknown,Belgium
3928,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Unknown,Bulgaria
3929,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Unknown,Bulgaria
3930,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Unknown,Bulgaria
3931,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Unknown,Bulgaria
3932,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Unknown,Switzerland
3933,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Unknown,Switzerland
