"Index Num","Country of Origin","Country of Origin-ISO2","Monthly Asylum Data",Year,Month,Age,Sex,"Country of Asylum"
1111,Afghanistan,AF,0,2019,12,"Less than 18 years",Females,Slovakia
1112,Afghanistan,AF,840,2019,09,"Less than 18 years",Females,Total
1113,Afghanistan,AF,1060,2019,10,"Less than 18 years",Females,Total
1114,Afghanistan,AF,1170,2019,11,"Less than 18 years",Females,Total
1115,Afghanistan,AF,960,2019,12,"Less than 18 years",Females,Total
1116,Afghanistan,AF,25,2019,09,"Less than 18 years",Females,"United Kingdom"
1117,Afghanistan,AF,15,2019,10,"Less than 18 years",Females,"United Kingdom"
1118,Afghanistan,AF,5,2019,11,"Less than 18 years",Females,"United Kingdom"
1119,Afghanistan,AF,5,2019,12,"Less than 18 years",Females,"United Kingdom"
1120,Afghanistan,AF,215,2019,09,Total,Males,Austria
1121,Afghanistan,AF,195,2019,10,Total,Males,Austria
1122,Afghanistan,AF,105,2019,11,Total,Males,Austria
1123,Afghanistan,AF,125,2019,12,Total,Males,Austria
1124,Afghanistan,AF,210,2019,09,Total,Males,Belgium
1125,Afghanistan,AF,265,2019,10,Total,Males,Belgium
1126,Afghanistan,AF,250,2019,11,Total,Males,Belgium
1127,Afghanistan,AF,165,2019,12,Total,Males,Belgium
1128,Afghanistan,AF,120,2019,09,Total,Males,Bulgaria
1129,Afghanistan,AF,45,2019,10,Total,Males,Bulgaria
1130,Afghanistan,AF,10,2019,11,Total,Males,Bulgaria
1131,Afghanistan,AF,5,2019,12,Total,Males,Bulgaria
1132,Afghanistan,AF,110,2019,09,Total,Males,Switzerland
1133,Afghanistan,AF,95,2019,10,Total,Males,Switzerland
1134,Afghanistan,AF,95,2019,11,Total,Males,Switzerland
1135,Afghanistan,AF,65,2019,12,Total,Males,Switzerland
1136,Afghanistan,AF,0,2019,09,Total,Males,Cyprus
1137,Afghanistan,AF,0,2019,10,Total,Males,Cyprus
1138,Afghanistan,AF,0,2019,11,Total,Males,Cyprus
1139,Afghanistan,AF,0,2019,12,Total,Males,Cyprus
1140,Afghanistan,AF,0,2019,09,Total,Males,Czechia
1141,Afghanistan,AF,0,2019,10,Total,Males,Czechia
1142,Afghanistan,AF,0,2019,11,Total,Males,Czechia
1143,Afghanistan,AF,5,2019,12,Total,Males,Czechia
1144,Afghanistan,AF,525,2019,09,Total,Males,"Germany (until 1990 former territory of the FRG)"
1145,Afghanistan,AF,525,2019,10,Total,Males,"Germany (until 1990 former territory of the FRG)"
1146,Afghanistan,AF,500,2019,11,Total,Males,"Germany (until 1990 former territory of the FRG)"
1147,Afghanistan,AF,385,2019,12,Total,Males,"Germany (until 1990 former territory of the FRG)"
1148,Afghanistan,AF,10,2019,09,Total,Males,Denmark
1149,Afghanistan,AF,5,2019,10,Total,Males,Denmark
1150,Afghanistan,AF,5,2019,11,Total,Males,Denmark
1151,Afghanistan,AF,5,2019,12,Total,Males,Denmark
1152,Afghanistan,AF,0,2019,09,Total,Males,Estonia
1153,Afghanistan,AF,0,2019,10,Total,Males,Estonia
1154,Afghanistan,AF,0,2019,11,Total,Males,Estonia
1155,Afghanistan,AF,0,2019,12,Total,Males,Estonia
1156,Afghanistan,AF,1425,2019,09,Total,Males,Greece
1157,Afghanistan,AF,2300,2019,10,Total,Males,Greece
1158,Afghanistan,AF,2415,2019,11,Total,Males,Greece
1159,Afghanistan,AF,2060,2019,12,Total,Males,Greece
1160,Afghanistan,AF,5,2019,09,Total,Males,Spain
1161,Afghanistan,AF,10,2019,10,Total,Males,Spain
1162,Afghanistan,AF,5,2019,11,Total,Males,Spain
1163,Afghanistan,AF,5,2019,12,Total,Males,Spain
1164,Afghanistan,AF,3415,2019,09,Total,Males,"European Union - 27 countries (from 2020)"
1165,Afghanistan,AF,4450,2019,10,Total,Males,"European Union - 27 countries (from 2020)"
1166,Afghanistan,AF,4270,2019,11,Total,Males,"European Union - 27 countries (from 2020)"
1167,Afghanistan,AF,3875,2019,12,Total,Males,"European Union - 27 countries (from 2020)"
1168,Afghanistan,AF,3600,2019,09,Total,Males,"European Union - 28 countries (2013-2020)"
1169,Afghanistan,AF,4590,2019,10,Total,Males,"European Union - 28 countries (2013-2020)"
1170,Afghanistan,AF,4420,2019,11,Total,Males,"European Union - 28 countries (2013-2020)"
1171,Afghanistan,AF,3995,2019,12,Total,Males,"European Union - 28 countries (2013-2020)"
1172,Afghanistan,AF,5,2019,09,Total,Males,Finland
1173,Afghanistan,AF,5,2019,10,Total,Males,Finland
1174,Afghanistan,AF,10,2019,11,Total,Males,Finland
1175,Afghanistan,AF,10,2019,12,Total,Males,Finland
1176,Afghanistan,AF,655,2019,09,Total,Males,France
1177,Afghanistan,AF,835,2019,10,Total,Males,France
1178,Afghanistan,AF,745,2019,11,Total,Males,France
1179,Afghanistan,AF,865,2019,12,Total,Males,France
1180,Afghanistan,AF,20,2019,09,Total,Males,Croatia
1181,Afghanistan,AF,25,2019,10,Total,Males,Croatia
1182,Afghanistan,AF,35,2019,11,Total,Males,Croatia
1183,Afghanistan,AF,35,2019,12,Total,Males,Croatia
1184,Afghanistan,AF,5,2019,09,Total,Males,Hungary
1185,Afghanistan,AF,5,2019,10,Total,Males,Hungary
1186,Afghanistan,AF,10,2019,11,Total,Males,Hungary
1187,Afghanistan,AF,10,2019,12,Total,Males,Hungary
1188,Afghanistan,AF,15,2019,09,Total,Males,Ireland
1189,Afghanistan,AF,5,2019,10,Total,Males,Ireland
1190,Afghanistan,AF,5,2019,11,Total,Males,Ireland
1191,Afghanistan,AF,5,2019,12,Total,Males,Ireland
1192,Afghanistan,AF,5,2019,09,Total,Males,Iceland
1193,Afghanistan,AF,0,2019,10,Total,Males,Iceland
1194,Afghanistan,AF,5,2019,11,Total,Males,Iceland
1195,Afghanistan,AF,0,2019,12,Total,Males,Iceland
1196,Afghanistan,AF,50,2019,09,Total,Males,Italy
1197,Afghanistan,AF,85,2019,10,Total,Males,Italy
1198,Afghanistan,AF,55,2019,11,Total,Males,Italy
1199,Afghanistan,AF,60,2019,12,Total,Males,Italy
1200,Afghanistan,AF,0,2019,09,Total,Males,Liechtenstein
1201,Afghanistan,AF,0,2019,10,Total,Males,Liechtenstein
1202,Afghanistan,AF,0,2019,11,Total,Males,Liechtenstein
1203,Afghanistan,AF,0,2019,12,Total,Males,Liechtenstein
1204,Afghanistan,AF,0,2019,09,Total,Males,Lithuania
1205,Afghanistan,AF,0,2019,10,Total,Males,Lithuania
1206,Afghanistan,AF,0,2019,11,Total,Males,Lithuania
1207,Afghanistan,AF,0,2019,12,Total,Males,Lithuania
1208,Afghanistan,AF,10,2019,09,Total,Males,Luxembourg
1209,Afghanistan,AF,5,2019,10,Total,Males,Luxembourg
1210,Afghanistan,AF,10,2019,11,Total,Males,Luxembourg
1211,Afghanistan,AF,5,2019,12,Total,Males,Luxembourg
1212,Afghanistan,AF,0,2019,09,Total,Males,Latvia
1213,Afghanistan,AF,0,2019,10,Total,Males,Latvia
1214,Afghanistan,AF,0,2019,11,Total,Males,Latvia
1215,Afghanistan,AF,0,2019,12,Total,Males,Latvia
1216,Afghanistan,AF,0,2019,09,Total,Males,Malta
1217,Afghanistan,AF,0,2019,10,Total,Males,Malta
1218,Afghanistan,AF,0,2019,11,Total,Males,Malta
1219,Afghanistan,AF,0,2019,12,Total,Males,Malta
1220,Afghanistan,AF,30,2019,09,Total,Males,Netherlands
1221,Afghanistan,AF,35,2019,10,Total,Males,Netherlands
1222,Afghanistan,AF,25,2019,11,Total,Males,Netherlands
1223,Afghanistan,AF,40,2019,12,Total,Males,Netherlands
1224,Afghanistan,AF,10,2019,09,Total,Males,Norway
1225,Afghanistan,AF,5,2019,10,Total,Males,Norway
1226,Afghanistan,AF,5,2019,11,Total,Males,Norway
1227,Afghanistan,AF,5,2019,12,Total,Males,Norway
1228,Afghanistan,AF,0,2019,09,Total,Males,Poland
1229,Afghanistan,AF,0,2019,10,Total,Males,Poland
1230,Afghanistan,AF,5,2019,11,Total,Males,Poland
1231,Afghanistan,AF,0,2019,12,Total,Males,Poland
1232,Afghanistan,AF,0,2019,09,Total,Males,Portugal
1233,Afghanistan,AF,0,2019,10,Total,Males,Portugal
1234,Afghanistan,AF,0,2019,11,Total,Males,Portugal
1235,Afghanistan,AF,0,2019,12,Total,Males,Portugal
1236,Afghanistan,AF,5,2019,09,Total,Males,Romania
1237,Afghanistan,AF,15,2019,10,Total,Males,Romania
1238,Afghanistan,AF,30,2019,11,Total,Males,Romania
1239,Afghanistan,AF,20,2019,12,Total,Males,Romania
1240,Afghanistan,AF,70,2019,09,Total,Males,Sweden
1241,Afghanistan,AF,35,2019,10,Total,Males,Sweden
1242,Afghanistan,AF,30,2019,11,Total,Males,Sweden
1243,Afghanistan,AF,30,2019,12,Total,Males,Sweden
1244,Afghanistan,AF,20,2019,09,Total,Males,Slovenia
1245,Afghanistan,AF,40,2019,10,Total,Males,Slovenia
1246,Afghanistan,AF,15,2019,11,Total,Males,Slovenia
1247,Afghanistan,AF,20,2019,12,Total,Males,Slovenia
1248,Afghanistan,AF,5,2019,09,Total,Males,Slovakia
1249,Afghanistan,AF,10,2019,10,Total,Males,Slovakia
1250,Afghanistan,AF,0,2019,11,Total,Males,Slovakia
1251,Afghanistan,AF,10,2019,12,Total,Males,Slovakia
1252,Afghanistan,AF,3730,2019,09,Total,Males,Total
1253,Afghanistan,AF,4705,2019,10,Total,Males,Total
1254,Afghanistan,AF,4560,2019,11,Total,Males,Total
1255,Afghanistan,AF,4070,2019,12,Total,Males,Total
1256,Afghanistan,AF,185,2019,09,Total,Males,"United Kingdom"
1257,Afghanistan,AF,140,2019,10,Total,Males,"United Kingdom"
1258,Afghanistan,AF,150,2019,11,Total,Males,"United Kingdom"
1259,Afghanistan,AF,120,2019,12,Total,Males,"United Kingdom"
1260,Afghanistan,AF,0,2019,09,Unknown,Males,Austria
1261,Afghanistan,AF,0,2019,10,Unknown,Males,Austria
1262,Afghanistan,AF,0,2019,11,Unknown,Males,Austria
1263,Afghanistan,AF,0,2019,12,Unknown,Males,Austria
1264,Afghanistan,AF,0,2019,09,Unknown,Males,Belgium
1265,Afghanistan,AF,0,2019,10,Unknown,Males,Belgium
1266,Afghanistan,AF,0,2019,11,Unknown,Males,Belgium
1267,Afghanistan,AF,0,2019,12,Unknown,Males,Belgium
1268,Afghanistan,AF,0,2019,09,Unknown,Males,Bulgaria
1269,Afghanistan,AF,0,2019,10,Unknown,Males,Bulgaria
1270,Afghanistan,AF,0,2019,11,Unknown,Males,Bulgaria
1271,Afghanistan,AF,0,2019,12,Unknown,Males,Bulgaria
1272,Afghanistan,AF,0,2019,09,Unknown,Males,Switzerland
1273,Afghanistan,AF,0,2019,10,Unknown,Males,Switzerland
1274,Afghanistan,AF,0,2019,11,Unknown,Males,Switzerland
1275,Afghanistan,AF,0,2019,12,Unknown,Males,Switzerland
1276,Afghanistan,AF,0,2019,09,Unknown,Males,Cyprus
1277,Afghanistan,AF,0,2019,10,Unknown,Males,Cyprus
1278,Afghanistan,AF,0,2019,11,Unknown,Males,Cyprus
1279,Afghanistan,AF,0,2019,12,Unknown,Males,Cyprus
1280,Afghanistan,AF,0,2019,09,Unknown,Males,Czechia
1281,Afghanistan,AF,0,2019,10,Unknown,Males,Czechia
1282,Afghanistan,AF,0,2019,11,Unknown,Males,Czechia
1283,Afghanistan,AF,0,2019,12,Unknown,Males,Czechia
1284,Afghanistan,AF,0,2019,09,Unknown,Males,"Germany (until 1990 former territory of the FRG)"
1285,Afghanistan,AF,0,2019,10,Unknown,Males,"Germany (until 1990 former territory of the FRG)"
1286,Afghanistan,AF,0,2019,11,Unknown,Males,"Germany (until 1990 former territory of the FRG)"
1287,Afghanistan,AF,0,2019,12,Unknown,Males,"Germany (until 1990 former territory of the FRG)"
1288,Afghanistan,AF,0,2019,09,Unknown,Males,Denmark
1289,Afghanistan,AF,0,2019,10,Unknown,Males,Denmark
1290,Afghanistan,AF,0,2019,11,Unknown,Males,Denmark
1291,Afghanistan,AF,0,2019,12,Unknown,Males,Denmark
1292,Afghanistan,AF,0,2019,09,Unknown,Males,Estonia
1293,Afghanistan,AF,0,2019,10,Unknown,Males,Estonia
1294,Afghanistan,AF,0,2019,11,Unknown,Males,Estonia
1295,Afghanistan,AF,0,2019,12,Unknown,Males,Estonia
1296,Afghanistan,AF,0,2019,09,Unknown,Males,Greece
1297,Afghanistan,AF,0,2019,10,Unknown,Males,Greece
1298,Afghanistan,AF,0,2019,11,Unknown,Males,Greece
1299,Afghanistan,AF,0,2019,12,Unknown,Males,Greece
1300,Afghanistan,AF,0,2019,09,Unknown,Males,Spain
1301,Afghanistan,AF,0,2019,10,Unknown,Males,Spain
1302,Afghanistan,AF,0,2019,11,Unknown,Males,Spain
1303,Afghanistan,AF,0,2019,12,Unknown,Males,Spain
1304,Afghanistan,AF,0,2019,09,Unknown,Males,"European Union - 27 countries (from 2020)"
1305,Afghanistan,AF,0,2019,10,Unknown,Males,"European Union - 27 countries (from 2020)"
1306,Afghanistan,AF,0,2019,11,Unknown,Males,"European Union - 27 countries (from 2020)"
1307,Afghanistan,AF,0,2019,12,Unknown,Males,"European Union - 27 countries (from 2020)"
1308,Afghanistan,AF,0,2019,09,Unknown,Males,"European Union - 28 countries (2013-2020)"
1309,Afghanistan,AF,5,2019,10,Unknown,Males,"European Union - 28 countries (2013-2020)"
1310,Afghanistan,AF,5,2019,11,Unknown,Males,"European Union - 28 countries (2013-2020)"
1311,Afghanistan,AF,5,2019,12,Unknown,Males,"European Union - 28 countries (2013-2020)"
1312,Afghanistan,AF,0,2019,09,Unknown,Males,Finland
1313,Afghanistan,AF,0,2019,10,Unknown,Males,Finland
1314,Afghanistan,AF,0,2019,11,Unknown,Males,Finland
1315,Afghanistan,AF,0,2019,12,Unknown,Males,Finland
1316,Afghanistan,AF,0,2019,09,Unknown,Males,France
1317,Afghanistan,AF,0,2019,10,Unknown,Males,France
1318,Afghanistan,AF,0,2019,11,Unknown,Males,France
1319,Afghanistan,AF,0,2019,12,Unknown,Males,France
1320,Afghanistan,AF,0,2019,09,Unknown,Males,Croatia
1321,Afghanistan,AF,0,2019,10,Unknown,Males,Croatia
1322,Afghanistan,AF,0,2019,11,Unknown,Males,Croatia
1323,Afghanistan,AF,0,2019,12,Unknown,Males,Croatia
1324,Afghanistan,AF,0,2019,09,Unknown,Males,Hungary
1325,Afghanistan,AF,0,2019,10,Unknown,Males,Hungary
1326,Afghanistan,AF,0,2019,11,Unknown,Males,Hungary
1327,Afghanistan,AF,0,2019,12,Unknown,Males,Hungary
1328,Afghanistan,AF,0,2019,09,Unknown,Males,Ireland
1329,Afghanistan,AF,0,2019,10,Unknown,Males,Ireland
1330,Afghanistan,AF,0,2019,11,Unknown,Males,Ireland
1331,Afghanistan,AF,0,2019,12,Unknown,Males,Ireland
1332,Afghanistan,AF,0,2019,09,Unknown,Males,Iceland
1333,Afghanistan,AF,0,2019,10,Unknown,Males,Iceland
1334,Afghanistan,AF,0,2019,11,Unknown,Males,Iceland
1335,Afghanistan,AF,0,2019,12,Unknown,Males,Iceland
1336,Afghanistan,AF,0,2019,09,Unknown,Males,Italy
1337,Afghanistan,AF,0,2019,10,Unknown,Males,Italy
1338,Afghanistan,AF,0,2019,11,Unknown,Males,Italy
1339,Afghanistan,AF,0,2019,12,Unknown,Males,Italy
1340,Afghanistan,AF,0,2019,09,Unknown,Males,Liechtenstein
1341,Afghanistan,AF,0,2019,10,Unknown,Males,Liechtenstein
1342,Afghanistan,AF,0,2019,11,Unknown,Males,Liechtenstein
1343,Afghanistan,AF,0,2019,12,Unknown,Males,Liechtenstein
1344,Afghanistan,AF,0,2019,09,Unknown,Males,Lithuania
1345,Afghanistan,AF,0,2019,10,Unknown,Males,Lithuania
1346,Afghanistan,AF,0,2019,11,Unknown,Males,Lithuania
1347,Afghanistan,AF,0,2019,12,Unknown,Males,Lithuania
1348,Afghanistan,AF,0,2019,09,Unknown,Males,Luxembourg
1349,Afghanistan,AF,0,2019,10,Unknown,Males,Luxembourg
1350,Afghanistan,AF,0,2019,11,Unknown,Males,Luxembourg
1351,Afghanistan,AF,0,2019,12,Unknown,Males,Luxembourg
1352,Afghanistan,AF,0,2019,09,Unknown,Males,Latvia
1353,Afghanistan,AF,0,2019,10,Unknown,Males,Latvia
1354,Afghanistan,AF,0,2019,11,Unknown,Males,Latvia
1355,Afghanistan,AF,0,2019,12,Unknown,Males,Latvia
1356,Afghanistan,AF,0,2019,09,Unknown,Males,Malta
1357,Afghanistan,AF,0,2019,10,Unknown,Males,Malta
1358,Afghanistan,AF,0,2019,11,Unknown,Males,Malta
1359,Afghanistan,AF,0,2019,12,Unknown,Males,Malta
1360,Afghanistan,AF,0,2019,09,Unknown,Males,Netherlands
1361,Afghanistan,AF,0,2019,10,Unknown,Males,Netherlands
1362,Afghanistan,AF,0,2019,11,Unknown,Males,Netherlands
1363,Afghanistan,AF,0,2019,12,Unknown,Males,Netherlands
1364,Afghanistan,AF,0,2019,09,Unknown,Males,Norway
1365,Afghanistan,AF,0,2019,10,Unknown,Males,Norway
1366,Afghanistan,AF,0,2019,11,Unknown,Males,Norway
1367,Afghanistan,AF,0,2019,12,Unknown,Males,Norway
1368,Afghanistan,AF,0,2019,09,Unknown,Males,Poland
1369,Afghanistan,AF,0,2019,10,Unknown,Males,Poland
1370,Afghanistan,AF,0,2019,11,Unknown,Males,Poland
1371,Afghanistan,AF,0,2019,12,Unknown,Males,Poland
1372,Afghanistan,AF,0,2019,09,Unknown,Males,Portugal
1373,Afghanistan,AF,0,2019,10,Unknown,Males,Portugal
1374,Afghanistan,AF,0,2019,11,Unknown,Males,Portugal
1375,Afghanistan,AF,0,2019,12,Unknown,Males,Portugal
1376,Afghanistan,AF,0,2019,09,Unknown,Males,Romania
1377,Afghanistan,AF,0,2019,10,Unknown,Males,Romania
1378,Afghanistan,AF,0,2019,11,Unknown,Males,Romania
1379,Afghanistan,AF,0,2019,12,Unknown,Males,Romania
1380,Afghanistan,AF,0,2019,09,Unknown,Males,Sweden
1381,Afghanistan,AF,0,2019,10,Unknown,Males,Sweden
1382,Afghanistan,AF,0,2019,11,Unknown,Males,Sweden
1383,Afghanistan,AF,0,2019,12,Unknown,Males,Sweden
1384,Afghanistan,AF,0,2019,09,Unknown,Males,Slovenia
1385,Afghanistan,AF,0,2019,10,Unknown,Males,Slovenia
1386,Afghanistan,AF,0,2019,11,Unknown,Males,Slovenia
1387,Afghanistan,AF,0,2019,12,Unknown,Males,Slovenia
1388,Afghanistan,AF,0,2019,09,Unknown,Males,Slovakia
1389,Afghanistan,AF,0,2019,10,Unknown,Males,Slovakia
1390,Afghanistan,AF,0,2019,11,Unknown,Males,Slovakia
1391,Afghanistan,AF,0,2019,12,Unknown,Males,Slovakia
1392,Afghanistan,AF,0,2019,09,Unknown,Males,Total
1393,Afghanistan,AF,5,2019,10,Unknown,Males,Total
1394,Afghanistan,AF,5,2019,11,Unknown,Males,Total
1395,Afghanistan,AF,5,2019,12,Unknown,Males,Total
1396,Afghanistan,AF,0,2019,09,Unknown,Males,"United Kingdom"
1397,Afghanistan,AF,5,2019,10,Unknown,Males,"United Kingdom"
1398,Afghanistan,AF,5,2019,11,Unknown,Males,"United Kingdom"
1399,Afghanistan,AF,0,2019,12,Unknown,Males,"United Kingdom"
1400,Afghanistan,AF,110,2019,09,"From 14 to 17 years",Males,Austria
1401,Afghanistan,AF,65,2019,10,"From 14 to 17 years",Males,Austria
1402,Afghanistan,AF,30,2019,11,"From 14 to 17 years",Males,Austria
1403,Afghanistan,AF,40,2019,12,"From 14 to 17 years",Males,Austria
1404,Afghanistan,AF,100,2019,09,"From 14 to 17 years",Males,Belgium
1405,Afghanistan,AF,140,2019,10,"From 14 to 17 years",Males,Belgium
1406,Afghanistan,AF,120,2019,11,"From 14 to 17 years",Males,Belgium
1407,Afghanistan,AF,85,2019,12,"From 14 to 17 years",Males,Belgium
1408,Afghanistan,AF,40,2019,09,"From 14 to 17 years",Males,Bulgaria
1409,Afghanistan,AF,10,2019,10,"From 14 to 17 years",Males,Bulgaria
1410,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Males,Bulgaria
1411,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Bulgaria
1412,Afghanistan,AF,30,2019,09,"From 14 to 17 years",Males,Switzerland
1413,Afghanistan,AF,25,2019,10,"From 14 to 17 years",Males,Switzerland
1414,Afghanistan,AF,20,2019,11,"From 14 to 17 years",Males,Switzerland
1415,Afghanistan,AF,20,2019,12,"From 14 to 17 years",Males,Switzerland
1416,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Cyprus
1417,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Cyprus
1418,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Cyprus
1419,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Cyprus
1420,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Czechia
1421,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Czechia
1422,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Czechia
1423,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Czechia
1424,Afghanistan,AF,55,2019,09,"From 14 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1425,Afghanistan,AF,55,2019,10,"From 14 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1426,Afghanistan,AF,70,2019,11,"From 14 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1427,Afghanistan,AF,35,2019,12,"From 14 to 17 years",Males,"Germany (until 1990 former territory of the FRG)"
1428,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Denmark
1429,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Denmark
1430,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Denmark
1431,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Denmark
1432,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Estonia
1433,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Estonia
1434,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Estonia
1435,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Estonia
1436,Afghanistan,AF,225,2019,09,"From 14 to 17 years",Males,Greece
1437,Afghanistan,AF,245,2019,10,"From 14 to 17 years",Males,Greece
1438,Afghanistan,AF,285,2019,11,"From 14 to 17 years",Males,Greece
1439,Afghanistan,AF,425,2019,12,"From 14 to 17 years",Males,Greece
1440,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Spain
1441,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Spain
1442,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Spain
1443,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Spain
1444,Afghanistan,AF,600,2019,09,"From 14 to 17 years",Males,"European Union - 27 countries (from 2020)"
1445,Afghanistan,AF,570,2019,10,"From 14 to 17 years",Males,"European Union - 27 countries (from 2020)"
1446,Afghanistan,AF,565,2019,11,"From 14 to 17 years",Males,"European Union - 27 countries (from 2020)"
1447,Afghanistan,AF,650,2019,12,"From 14 to 17 years",Males,"European Union - 27 countries (from 2020)"
1448,Afghanistan,AF,655,2019,09,"From 14 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1449,Afghanistan,AF,620,2019,10,"From 14 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1450,Afghanistan,AF,620,2019,11,"From 14 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1451,Afghanistan,AF,685,2019,12,"From 14 to 17 years",Males,"European Union - 28 countries (2013-2020)"
1452,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Finland
1453,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Finland
1454,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Finland
1455,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Finland
1456,Afghanistan,AF,10,2019,09,"From 14 to 17 years",Males,France
1457,Afghanistan,AF,15,2019,10,"From 14 to 17 years",Males,France
1458,Afghanistan,AF,20,2019,11,"From 14 to 17 years",Males,France
1459,Afghanistan,AF,30,2019,12,"From 14 to 17 years",Males,France
1460,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Males,Croatia
1461,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Croatia
1462,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Croatia
1463,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Males,Croatia
1464,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Hungary
1465,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Hungary
1466,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Hungary
1467,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Hungary
1468,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Ireland
1469,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Ireland
1470,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Ireland
1471,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Ireland
1472,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Iceland
1473,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Iceland
1474,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Iceland
1475,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Iceland
1476,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Males,Italy
1477,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Males,Italy
1478,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Italy
1479,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Males,Italy
1480,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Liechtenstein
1481,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Liechtenstein
1482,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Liechtenstein
1483,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Liechtenstein
1484,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Lithuania
1485,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Lithuania
1486,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Lithuania
1487,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Lithuania
1488,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Luxembourg
1489,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Luxembourg
1490,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Males,Luxembourg
1491,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Luxembourg
1492,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Latvia
1493,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Latvia
1494,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Latvia
1495,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Latvia
1496,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Males,Malta
1497,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Males,Malta
1498,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Males,Malta
1499,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Males,Malta
1500,Afghanistan,AF,10,2019,09,"From 14 to 17 years",Males,Netherlands
1501,Afghanistan,AF,10,2019,10,"From 14 to 17 years",Males,Netherlands
1502,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Males,Netherlands
1503,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Males,Netherlands
